Date,Text,Tokens
02/2024,- Point coffee: matcha frappe - Tomoro: (blm pernah) - Fore: (blm nemu juara 1nya) - Haus: OVALTINE - Es.Teh Indonesia: redve chizu,"['point', 'coffee', 'matcha', 'frappe', 'tomoro', 'blm', 'pernah', 'fore', 'blm', 'nemu', 'juara', 'haus', 'ovaltine', 'indonesia', 'redve', 'chizu']"
02/2024,"- semua varian frappe point coffee - haus KitKat, milo","['semua', 'varian', 'frappe', 'point', 'coffee', 'haus', 'kitkat', 'milo']"
02/2024,- point coffe : as always palm sugar latte + soy milk (kadang) - tomoro : blm nemu yg enak - fore : butterscotch sea salt - haus : green thai tea - es teh ind : sea salt,"['point', 'coffe', 'palm', 'sugar', 'latte', 'soy', 'milk', 'kadang', 'tomoro', 'blm', 'nemu', 'yg', 'enak', 'fore', 'butterscotch', 'sea', 'salt', 'haus', 'green', 'thai', 'tea', 'es', 'teh', 'ind', 'sea', 'salt']"
02/2024,"- Point coffee : basic aja sih pesen matcha less sugar, menurutku kemanisan + ""susu"" bgt. Kualitas matcha nya jga kurang. - Tomoro: di kota ku gaada - Fore: Butterscotch sea salt latte, berry manuka americano - Haus: strawberry ice tea nya seger sih lumayan - Es.Teh Indonesia: -","['point', 'coffee', 'basic', 'aja', 'sih', 'pesen', 'matcha', 'sugar', 'menurutku', 'kemanisan', 'susu', 'bgt', 'kualitas', 'matcha', 'nya', 'jga', 'kurang', 'tomoro', 'di', 'kota', 'ku', 'gaada', 'fore', 'butterscotch', 'sea', 'salt', 'latte', 'berry', 'manuka', 'americano', 'haus', 'strawberry', 'ice', 'tea', 'nya', 'seger', 'sih', 'lumayan', 'indonesia']"
02/2024,"- Point coffee : basic aja sih pesen matcha less sugar, menurutku kemanisan + ""susu"" bgt. Kualitas matcha nya jga kurang. - Tomoro: di kota ku gaada - Fore: Butterscotch sea salt latte, berry manuka americano - Haus: strawberry ice tea nya seger sih lumayan - Es.Teh Indonesia: -","['point', 'coffee', 'basic', 'aja', 'sih', 'pesen', 'matcha', 'sugar', 'menurutku', 'kemanisan', 'susu', 'bgt', 'kualitas', 'matcha', 'nya', 'jga', 'kurang', 'tomoro', 'di', 'kota', 'ku', 'gaada', 'fore', 'butterscotch', 'sea', 'salt', 'latte', 'berry', 'manuka', 'americano', 'haus', 'strawberry', 'ice', 'tea', 'nya', 'seger', 'sih', 'lumayan', 'indonesia']"
02/2024,"Americano nya Tomoro, tp airnya minta dikurangin dikit","['americano', 'nya', 'tomoro', 'tp', 'airnya', 'minta', 'dikurangin', 'dikit']"
02/2024,Emg tomoro seenak itu,"['emg', 'tomoro', 'seenak', 'itu']"
02/2024,zuzur emg matcha dia enak gw lebih ke tomoro dibanding kopken sih,"['zuzur', 'emg', 'matcha', 'dia', 'enak', 'gw', 'lebih', 'ke', 'tomoro', 'dibande', 'kopken', 'sih']"
02/2024,Emang seenak itu matcha nya tomoro,"['emang', 'seenak', 'itu', 'matcha', 'nya', 'tomoro']"
02/2024,Bahagianya adalah tomoro grand opening dekat rumahku walaupun tidak dekat amat tapi lebih dekat ketimbang upnormal yang jadi tempat fav,"['bahagianya', 'adalah', 'tomoro', 'grand', 'opening', 'dekat', 'rumahku', 'walaupun', 'tidak', 'dekat', 'amat', 'tapi', 'lebih', 'dekat', 'ketimbang', 'upnormal', 'yang', 'jadi', 'tempat', 'fav']"
02/2024,"dibilang jg apa matcha tomoro enak, hojicha jg","['dibilang', 'jg', 'apa', 'matcha', 'tomoro', 'enak', 'hojicha', 'jg']"
02/2024,Betullll yang tomoro oat matcha latte enakk,"['betullll', 'yang', 'tomoro', 'oat', 'matcha', 'latte', 'enakk']"
02/2024,kamu mau aku ajak ke tomoro? @dailydoseofwawa,"['kamu', 'mau', 'aku', 'ajak', 'ke', 'tomoro']"
02/2024,"aaaaa matcha tomoro masaa, disini dimana meren tomoro","['aaaaa', 'matcha', 'tomoro', 'masaa', 'disini', 'dimana', 'meren', 'tomoro']"
02/2024,"Agak trauma minum tomoro, besok paginya langsung sakit tenggorokan","['agak', 'trauma', 'minum', 'tomoro', 'besok', 'paginya', 'langsung', 'sakit', 'tenggorokan']"
02/2024,YUK KITA KE TOMORO DI TKI @nurannisaap,"['yuk', 'kita', 'ke', 'tomoro', 'di', 'tki']"
02/2024,"Kurang tau kalau di tomoro. Tapi kalau ditempat ku, karena perbandingan strawberry purenya lebih sedikit daripada coconut sama es batu. Jadi warnanya jadi kurang merah. Kalau digambar itu merah karena sudah diotak-atik dulu biar lebih menarik.","['kurang', 'tau', 'kalau', 'di', 'tomoro', 'tapi', 'kalau', 'ditempat', 'ku', 'karena', 'perbandingan', 'strawberry', 'purenya', 'lebih', 'sedikit', 'daripada', 'coconut', 'sama', 'es', 'batu', 'jadi', 'warnanya', 'jadi', 'kurang', 'merah', 'kalau', 'digambar', 'itu', 'merah', 'karena', 'sudah', 'diotak', 'atik', 'dulu', 'biar', 'lebih', 'menarik']"
02/2024,Enak bgt emng matchanya tomoro,"['enak', 'bgt', 'emng', 'matchanya', 'tomoro']"
02/2024,"enak emang, tapi lebih enak kopi kenangan sih, lebih pekat matchanya","['enak', 'emang', 'tapi', 'lebih', 'enak', 'kopi', 'kenangan', 'sih', 'lebih', 'pekat', 'matchanya']"
02/2024,IYAAA MATCHA TOMORO EMANG ENAKKKK!!!,"['iyaaa', 'matcha', 'tomoro', 'emang', 'enakkkk']"
02/2024,knp ya ak ngrasanya dh tau rasanya walau cuma dari foto doang. pdhl ak blm nyobain matcha nya tomoro coffea,"['knp', 'ya', 'ak', 'ngrasanya', 'dh', 'tau', 'rasanya', 'walau', 'cuma', 'dari', 'foto', 'doang', 'pdhl', 'ak', 'blm', 'nyobain', 'matcha', 'nya', 'tomoro', 'coffea']"
02/2024,bolak balik tomoro emng yang dipesen selalu matcha krn enak nderr,"['bolak', 'balik', 'tomoro', 'emng', 'yang', 'dipesen', 'selalu', 'matcha', 'krn', 'enak', 'nderr']"
02/2024,"lebih menarik seblakmu itu nder. lg kolaborasi yg mantap tuh, di tembalang seblak Dago hadapan sm Tomoro","['lebih', 'menarik', 'seblakmu', 'itu', 'nder', 'lg', 'kolaborasi', 'yg', 'mantap', 'tuh', 'di', 'tembalang', 'seblak', 'dago', 'hadapan', 'sm', 'tomoro']"
02/2024,"Kan, tomoro tuh enak bgt mana coconut milknya seger bgttt aaakk~","['kan', 'tomoro', 'tuh', 'enak', 'bgt', 'mana', 'coconut', 'milknya', 'seger', 'bgttt']"
02/2024,"kemarin nyobain caramel macciatonya tomoro hambar dan after tastenya bikin asem di mulut, nanti coba matchanya","['kemarin', 'nyobain', 'caramel', 'macciatonya', 'tomoro', 'hambar', 'dan', 'tastenya', 'bikin', 'asem', 'di', 'mulut', 'nanti', 'coba', 'matchanya']"
02/2024,kgn tomoro,"['kgn', 'tomoro']"
02/2024,aaaa gasabar tomoro buka disini,"['aaaa', 'gasabar', 'tomoro', 'buka', 'disini']"
02/2024,ah belum ada dkt sini tomoro :(,"['ah', 'belum', 'ada', 'dkt', 'sini', 'tomoro']"
02/2024,"iyaaaa rill enak bgtt matcha nya tomoro, the best matcha yg pernah ak coba","['iyaaaa', 'rill', 'enak', 'bgtt', 'matcha', 'nya', 'tomoro', 'good', 'matcha', 'yg', 'pernah', 'ak', 'coba']"
02/2024,emg enak bgt tomoro ni,"['emg', 'enak', 'bgt', 'tomoro', 'ni']"
02/2024,"IYAAA BENERAN ENAK GK NYANGKA WKWKWK gk terlalu manis jd matcha nya kerasa bgt masihan klo dibanding j*nji j*wa yg manis bgt, mending tomoro sihhh tp imo klo suka yg lbh kental lg matchanya, coba chatime wkwkwkwk yg greentea mousse itu smpe pait wkwkwk untung ketolong mousse nya","['iyaaa', 'beneran', 'enak', 'gk', 'nyangka', 'wkwkwk', 'gk', 'terlalu', 'manis', 'jd', 'matcha', 'nya', 'kerasa', 'bgt', 'masihan', 'klo', 'dibande', 'yg', 'manis', 'bgt', 'mend', 'tomoro', 'sihhh', 'tp', 'imo', 'klo', 'suka', 'yg', 'lbh', 'kental', 'lg', 'matchanya', 'coba', 'chatime', 'wkwkwkwk', 'yg', 'greentea', 'mousse', 'itu', 'smpe', 'pait', 'wkwkwk', 'untung', 'ketolong', 'mousse', 'nya']"
02/2024,iya bener enak matcha nya tomoro,"['iya', 'bener', 'enak', 'matcha', 'nya', 'tomoro']"
02/2024,"emang enak!! kentel gak terlalu manis juga menurut lidah gua, Tomoro lebih enak matchanya daripada kopinya","['emang', 'enak', 'kentel', 'gak', 'terlalu', 'manis', 'juga', 'menurut', 'lidah', 'gua', 'tomoro', 'lebih', 'enak', 'matchanya', 'daripada', 'kopinya']"
02/2024,duh jd pengen tomoro,"['duh', 'jd', 'pengen', 'tomoro']"
02/2024,"Cafe Latte emg gak pake gula nder. Kalo varian pake gula itu yg Tomoro Cafe Latte nder, pake gula aren. Kemarin abis nonton videonya Tomoro jadi baru tau juga","['cafe', 'latte', 'emg', 'gak', 'pake', 'gula', 'nder', 'kalo', 'varian', 'pake', 'gula', 'itu', 'yg', 'tomoro', 'cafe', 'latte', 'nder', 'pake', 'gula', 'aren', 'kemarin', 'abis', 'nonton', 'videonya', 'tomoro', 'jadi', 'baru', 'tau', 'juga']"
02/2024,Kayaknya oat latte tomoro hampir semua enak,"['kayaknya', 'oat', 'latte', 'tomoro', 'hampir', 'semua', 'enak']"
02/2024,"gue trauma bgt sama tomoro grgr beli kopi tomoro yg size normal, harusnya pakai es tp gue blg gausah EH TAUNYA ISINYA GADA SETENGAH DARI GELASNYAA","['gue', 'trauma', 'bgt', 'sama', 'tomoro', 'grgr', 'beli', 'kopi', 'tomoro', 'yg', 'size', 'normal', 'harusnya', 'pakai', 'es', 'tp', 'gue', 'blg', 'gausah', 'eh', 'taunya', 'isinya', 'gada', 'setengah', 'dari', 'gelasnyaa']"
02/2024,Yg enak apa yak di tomoro? Pesen yg breve latte kok b aja. Katanya pakai half and half tp ga berasa beda dgn yg pakai susu biasa. Rasa kopinya tipis-tipis aja mungkin krn 100% arabika? Kurang dark dan smoky kalau menurut lidah saya.,"['yg', 'enak', 'apa', 'yak', 'di', 'tomoro', 'pesen', 'yg', 'breve', 'latte', 'kok', 'b', 'aja', 'katanya', 'pakai', 'half', 'half', 'tp', 'ga', 'berasa', 'beda', 'dgn', 'yg', 'pakai', 'susu', 'biasa', 'rasa', 'kopinya', 'tipis', 'tipis', 'aja', 'mungkin', 'krn', 'arabika', 'kurang', 'dark', 'dan', 'smoky', 'kalau', 'menurut', 'lidah', 'saya']"
02/2024,"Caffe latte setau aku emg no sugar si nder, kalo emg mau pake gula biasanya hrs request, trs emg tomoro bkn tipe kopi yg creamy ya, beda kopisyop beda tipikal rasa si","['caffe', 'latte', 'setau', 'aku', 'emg', 'sugar', 'si', 'nder', 'kalo', 'emg', 'mau', 'pake', 'gula', 'biasanya', 'hrs', 'request', 'trs', 'emg', 'tomoro', 'bkn', 'tipe', 'kopi', 'yg', 'creamy', 'ya', 'beda', 'kopisyop', 'beda', 'tipikal', 'rasa', 'si']"
02/2024,@agamxgarbis sayang ingetin ntar kita harus ke tomoro,"['sayang', 'ingetin', 'ntar', 'kita', 'harus', 'ke', 'tomoro']"
02/2024,"beberapa kali ke point bawa tumblr aman kok, tanya aja bisa pake tumblr sendiri g","['beberapa', 'kali', 'ke', 'point', 'bawa', 'tumblr', 'aman', 'kok', 'tanya', 'aja', 'bisa', 'pake', 'tumblr', 'sendiri', 'g']"
02/2024,yang mau tau cara dapat tomoro coffee 9k all menu cek pinned ku aja ya guys,"['yang', 'mau', 'tau', 'cara', 'dapat', 'tomoro', 'coffee', 'menu', 'cek', 'pin', 'ku', 'aja', 'ya', 'guy']"
02/2024,kopi kenangan yg tiap pagi gw beli,"['kopi', 'kenangan', 'yg', 'tiap', 'pagi', 'gw', 'beli']"
02/2024,"jujur matcha chatime gak terlalu dominan matchanya malahan dominan ke susu. Kalau mau dominan matcha beli matchanya kopi kenangan, harganya gak beda jauh dari chatime untuk ukuran regulernya.","['jujur', 'matcha', 'chatime', 'gak', 'terlalu', 'dominan', 'matchanya', 'malahan', 'dominan', 'ke', 'susu', 'kalau', 'mau', 'dominan', 'matcha', 'beli', 'matchanya', 'kopi', 'kenangan', 'harganya', 'gak', 'beda', 'jauh', 'dari', 'chatime', 'untuk', 'ukuran', 'regulernya']"
02/2024,"Kopi kenangan yg oatside matcha lumayan kentel matchanya berasa, tapi bagi aku masih kurang pait Lebih pait soft ice creamnya Kalo kamu suka yg tipe matcha pait, coba greentea frappe jco","['kopi', 'kenangan', 'yg', 'oatside', 'matcha', 'lumayan', 'kentel', 'matchanya', 'berasa', 'tapi', 'bagi', 'aku', 'masih', 'kurang', 'pait', 'lebih', 'pait', 'soft', 'ice', 'creamnya', 'kalo', 'kamu', 'suka', 'yg', 'tipe', 'matcha', 'pait', 'coba', 'greentea', 'frappe', 'jco']"
02/2024,Coffe: kopi kenangan mantan Non coffe nya: matcha latte Less sugar semuaaaah,"['coffe', 'kopi', 'kenangan', 'mantan', 'non', 'coffe', 'nya', 'matcha', 'latte', 'sugar', 'semuaaaah']"
02/2024,kopi kenangan mantan yg less sugar,"['kopi', 'kenangan', 'mantan', 'yg', 'sugar']"
03/2024,lebih prefer matcha punyanya kopi kenangan sih lebih kentel aja gitu,"['lebih', 'prefer', 'matcha', 'punyanya', 'kopi', 'kenangan', 'sih', 'lebih', 'kentel', 'aja', 'gitu']"
03/2024,di antara ketiga itu tim kopken! pesen less sugar ya point matchanya masih manis kl kopken ada hint paitnya,"['di', 'antara', 'ketiga', 'itu', 'tim', 'kopken', 'pesen', 'sugar', 'ya', 'point', 'matchanya', 'masih', 'manis', 'kl', 'kopken', 'ada', 'hint', 'paitnya']"
03/2024,Lagi lagi point coffee,"['lagi', 'lagi', 'point', 'coffee']"
03/2024,Btw ini pertama kali cobain point coffee.,"['btw', 'ini', 'pertama', 'kali', 'cobain', 'point', 'coffee']"
03/2024,Apaan. Gak enak. Mending point coffee langsung.,"['apaan', 'gak', 'enak', 'mend', 'point', 'coffee', 'langsung']"
03/2024,"Coba kopi yang decaf nder. Gue smnjak asam lambung, minumnya yg itu. Sayang nda semua coffee shop ada. Kl di point coffe ada nder..","['coba', 'kopi', 'yang', 'decaf', 'nder', 'gue', 'smnjak', 'asam', 'lambung', 'minumnya', 'yg', 'itu', 'sayang', 'nda', 'semua', 'coffee', 'shop', 'ada', 'kl', 'di', 'point', 'coffe', 'ada', 'nder']"
03/2024,"aku kalo abis minum lattenya tomoro jadi tremor tapi tetep aku terjang nder, hehehe","['aku', 'kalo', 'abis', 'minum', 'lattenya', 'tomoro', 'jadi', 'tremor', 'tapi', 'tetep', 'aku', 'terjang', 'nder', 'hehehe']"
03/2024,Jgn minum kopi. Btw tomoro enakk,"['jgn', 'minum', 'kopi', 'btw', 'tomoro', 'enakk']"
03/2024,"Ini waktu nyobain beli biscoff latte nya point coffee, enakk bgtt","['ini', 'waktu', 'nyobain', 'beli', 'biscoff', 'latte', 'nya', 'point', 'coffee', 'enakk', 'bgtt']"
03/2024,"Jangan dipaksa sayang. Daripada kamunya kenapa-kenapa Oh, kalo gak salah di Kopi Kenangan ada menu kopi yang rasanya ringan deh. Kamu coba aja kesana","['jangan', 'dipaksa', 'sayang', 'daripada', 'kamunya', 'kenapa', 'kenapa', 'oh', 'kalo', 'gak', 'salah', 'di', 'kopi', 'kenangan', 'ada', 'menu', 'kopi', 'yang', 'rasanya', 'ringan', 'deh', 'kamu', 'coba', 'aja', 'kesana']"
03/2024,Ini enak tapi aku kopinya diganti pake americano kopi kenangan,"['ini', 'enak', 'tapi', 'aku', 'kopinya', 'diganti', 'pake', 'americano', 'kopi', 'kenangan']"
03/2024,"Kalo sama kaya point coffee, mending beli point coffee aja sekalian drpda repot wkwk plus nescafe itu produk support israwel mending @pointcoffeeid produk lokal","['kalo', 'sama', 'kaya', 'point', 'coffee', 'mend', 'beli', 'point', 'coffee', 'aja', 'sekalian', 'drpda', 'repot', 'wkwk', 'plus', 'nescafe', 'itu', 'produk', 'support', 'israwel', 'mend', 'produk', 'lokal']"
03/2024,Ini sama tomoro ena mana dah? Aku belum pernah coba tomoro,"['ini', 'sama', 'tomoro', 'ena', 'mana', 'dah', 'aku', 'belum', 'pernah', 'coba', 'tomoro']"
03/2024,"Iya emang enak, apalagi matcha latte tomoro.","['iya', 'emang', 'enak', 'apalagi', 'matcha', 'latte', 'tomoro']"
03/2024,"Coba Maxx coffee nder, kalo mau yg lebih hemat coba ke point tapi menurut ku point terlalu manis","['coba', 'maxx', 'coffee', 'nder', 'kalo', 'mau', 'yg', 'lebih', 'hemat', 'coba', 'ke', 'point', 'tapi', 'menurut', 'ku', 'point', 'terlalu', 'manis']"
03/2024,ih iya niat beli fore hari ini knp malah beli tomoro ya…,"['ih', 'iya', 'niat', 'beli', 'fore', 'hari', 'ini', 'knp', 'malah', 'beli', 'tomoro', 'ya']"
03/2024,"fore tapi kalo mau yang lebiha affordable dan porsi melimpah, point coffee! tapi manis sekali dia tuh","['fore', 'tapi', 'kalo', 'mau', 'yang', 'lebiha', 'affordable', 'dan', 'porsi', 'melimpah', 'point', 'coffee', 'tapi', 'manis', 'sekali', 'dia', 'tuh']"
03/2024,coba di point-coffee Indomaret aja,"['coba', 'di', 'point', 'coffee', 'indomaret', 'aja']"
03/2024,jamu kunyit asemnya tomoro alias lemonade americano,"['jamu', 'kunyit', 'asemnya', 'tomoro', 'alias', 'lemonade', 'americano']"
03/2024,lagi-lagi point coffee,"['lagi', 'lagi', 'point', 'coffee']"
03/2024,Kopi kenangan yg black aren,"['kopi', 'kenangan', 'yg', 'black', 'aren']"
03/2024,"Kopi kenangan yg ungu, nescafe yg latte kaleng coklat, paling standar good day cappucino. Tp reminder, itu semua rasanya lebih ke manis gula dibanding ke kopi apalagi yg gudey","['kopi', 'kenangan', 'yg', 'ungu', 'nescafe', 'yg', 'latte', 'kaleng', 'coklat', 'pale', 'standar', 'good', 'day', 'cappucino', 'tp', 'reminder', 'itu', 'semua', 'rasanya', 'lebih', 'ke', 'manis', 'gula', 'dibande', 'ke', 'kopi', 'apalagi', 'yg', 'gudey']"
03/2024,"Abc kopi susu gula aren, sama kopi kenangan yang bleck aren","['abc', 'kopi', 'susu', 'gula', 'aren', 'sama', 'kopi', 'kenangan', 'yang', 'bleck', 'aren']"
03/2024,kopi kenangan yg ungu boleh lah,"['kopi', 'kenangan', 'yg', 'ungu', 'boleh', 'lah']"
03/2024,"Dulu aku suka Good Day, tp Kopi Kenangan botolan jg enak","['dulu', 'aku', 'suka', 'good', 'day', 'tp', 'kopi', 'kenangan', 'botolan', 'jg', 'enak']"
03/2024,Emang seenak itu apalagi klo minumnya sama point coffee,"['emang', 'seenak', 'itu', 'apalagi', 'klo', 'minumnya', 'sama', 'point', 'coffee']"
04/2024,Kopi kenangan dan fore,"['kopi', 'kenangan', 'dan', 'fore']"
04/2024,"bukan coffee addict, tapi suka point yang ocean blue latte, fore butterscotch sea salt, pokonya yg gak strong amat kopinya wkwk","['bukan', 'coffee', 'addict', 'tapi', 'suka', 'point', 'yang', 'ocean', 'blue', 'latte', 'fore', 'butterscotch', 'sea', 'salt', 'pokonya', 'yg', 'gak', 'strong', 'amat', 'kopinya', 'wkwk']"
04/2024,Belum coba semua tapi aku paling suka fore dan janjiw. Kalo tomoro lebih ke matchanya sih,"['belum', 'coba', 'semua', 'tapi', 'aku', 'pale', 'suka', 'fore', 'dan', 'janjiw', 'kalo', 'tomoro', 'lebih', 'ke', 'matchanya', 'sih']"
04/2024,"ak belum nyoba tuku,nako,sama tomoro kata org itu enak tp saat ini fore yg pling enak","['ak', 'belum', 'nyoba', 'tuku', 'nako', 'sama', 'tomoro', 'kata', 'org', 'itu', 'enak', 'tp', 'saat', 'ini', 'fore', 'yg', 'ple', 'enak']"
04/2024,Kopi gua ckup kopi kenangan mantan udh pling murah dpet bnyak,"['kopi', 'gua', 'ckup', 'kopi', 'kenangan', 'mantan', 'udh', 'ple', 'murah', 'dpet', 'bnyak']"
04/2024,kalo aku kopi kenangan,"['kalo', 'aku', 'kopi', 'kenangan']"
04/2024,"aku baru coba fore tuku kopken point kulo tomoro, can not choose tp paling sering belinya kopken so maybe kopken is my current fav","['aku', 'baru', 'coba', 'fore', 'tuku', 'kopken', 'point', 'kulo', 'tomoro', 'choose', 'tp', 'pale', 'sere', 'belinya', 'kopken', 'maybe', 'kopken', 'current', 'fav']"
04/2024,"family mart, fore, point coffee ITU FAV AKU","['family', 'mart', 'fore', 'point', 'coffee', 'itu', 'fav', 'aku']"
04/2024,"Kopken sama fore, fore strong bgt bikin gw ga bisa tidur. Kalo kopken ga se strong fore, 2 kopi ini mantep kalo di minum buat perjalanan jauh biar ga ngantuk","['kopken', 'sama', 'fore', 'fore', 'strong', 'bgt', 'bikin', 'gw', 'ga', 'bisa', 'tidur', 'kalo', 'kopken', 'ga', 'se', 'strong', 'fore', 'kopi', 'ini', 'mantep', 'kalo', 'di', 'minum', 'buat', 'perjalanan', 'jauh', 'biar', 'ga', 'ngantuk']"
04/2024,fore. tapi buat americano janji jiwa sih juara,"['fore', 'tapi', 'buat', 'americano', 'janji', 'jiwa', 'sih', 'juara']"
04/2024,"fore!!!!!! tapi kalo liat harga juga, tuku siiii...","['fore', 'tapi', 'kalo', 'liat', 'harga', 'juga', 'tuku', 'siiii']"
04/2024,"fore, tuku, ksk, kopken, animo urutab strong ke low kopi","['fore', 'tuku', 'ksk', 'kopken', 'animo', 'urutab', 'strong', 'ke', 'low', 'kopi']"
04/2024,"Belum nyoba semua sih, tapi sejauh ini aku suka fore","['belum', 'nyoba', 'semua', 'sih', 'tapi', 'sejauh', 'ini', 'aku', 'suka', 'fore']"
04/2024,"fore, kopken, point kadang enak kadang engga","['fore', 'kopken', 'point', 'kadang', 'enak', 'kadang', 'engga']"
04/2024,"krn lom pernah coba fore dan arabica, jd menurutku yg plg enakk tu tuku","['krn', 'lom', 'pernah', 'coba', 'fore', 'dan', 'arabica', 'jd', 'menurutku', 'yg', 'plg', 'enakk', 'tu', 'tuku']"
04/2024,"fore kalo lagi pengen kopi yang creamy dan manis, kopken kalo lagi pengen yang kopinya kerasa bgt (juwara beansnya ), point kalo pengen kombinasi keduanya","['fore', 'kalo', 'lagi', 'pengen', 'kopi', 'yang', 'creamy', 'dan', 'manis', 'kopken', 'kalo', 'lagi', 'pengen', 'yang', 'kopinya', 'kerasa', 'bgt', 'juwara', 'beansnya', 'point', 'kalo', 'pengen', 'kombinasi', 'keduanya']"
04/2024,"fore, kopken, point, janjiw (mw coba tuku tp blm kesampeannn hiks)","['fore', 'kopken', 'point', 'janjiw', 'mw', 'coba', 'tuku', 'tp', 'blm', 'kesampeannn', 'hik']"
04/2024,"cuma bisa toleransi kopi tuku sama fore, selain itu gasuka kopinya soalnya ngerasa paitt","['cuma', 'bisa', 'toleransi', 'kopi', 'tuku', 'sama', 'fore', 'selain', 'itu', 'gasuka', 'kopinya', 'soalnya', 'ngerasa', 'paitt']"
04/2024,klo di pict ini mnrt gue tomoro,"['klo', 'di', 'pict', 'ini', 'mnrt', 'gue', 'tomoro']"
04/2024,"fore, tuku, point karena suka yg manis manis","['fore', 'tuku', 'point', 'karena', 'suka', 'yg', 'manis', 'manis']"
04/2024,"fore donggg, yg tuku dr dlu pen coba belum kesampean","['fore', 'donggg', 'yg', 'tuku', 'dr', 'dlu', 'pen', 'coba', 'belum', 'kesampean']"
04/2024,Arabica best of best tapi fore juga dah okeee bangettt,"['arabica', 'good', 'good', 'tapi', 'fore', 'juga', 'dah', 'okeee', 'bangettt']"
04/2024,aku sih fore,"['aku', 'sih', 'fore']"
04/2024,fore junior yg paling aman diterima,"['fore', 'junior', 'yg', 'pale', 'aman', 'diterima']"
04/2024,ajg gua jatuh cinta banget sama fore demi,"['ajg', 'gua', 'jatuh', 'cinta', 'banget', 'sama', 'fore', 'demi']"
04/2024,"Kopken, tuku, fore, & point","['kopken', 'tuku', 'fore', 'point']"
